1.238915919573374547e-02,3.605820879267301036e-05,2.576992848232093839e-05,2.037149313021342347e-05,1.391453739785894092e-05,6.349922943883499278e-05,3.882943390060020010e-05,9.792049211880611190e-05,4.276610539080081272e-05,1.088731601867440904e-04,4.930182967459003530e-07,5.390888420569905546e-05,2.228650138037528337e-05,1.114786360404474211e-04,0.000000000000000000e+00,1.187525165942451144e-05,3.883773389567497244e-05,1.470293553629567441e-04,7.979379424516024099e-05,2.496510745494235316e-05,5.583976362536349563e-06,7.404504948427006837e-06,3.845827544531731784e-04,1.479039378632906196e-04,3.089729265351838852e-05,6.024956073378449027e-05,9.184794983196675798e-06,1.425921985686040233e-05,1.340166674820662948e-04,8.936564073484180686e-05
8.646574149217354233e-01,7.402438215170857431e-06,2.728151245499121414e-05,5.264620811880601288e-05,5.771328606990922417e-05,6.816070648861817494e-05,1.848980246224356185e-04,0.000000000000000000e+00,4.373511289007771176e-05,2.361427431572549760e-04,4.956000625592650218e-07,7.058381271533147332e-05,2.820919486108486925e-05,1.070631416477318076e-04,1.548874726368612343e-06,1.420705928581889738e-05,3.858156642309637616e-05,5.665961393817921265e-05,1.603970337126739583e-04,1.817585633823030119e-05,1.150841643328511172e-06,9.632470517542596796e-06,2.146132677095234404e-04,5.025569372171991299e-05,9.300891941403888153e-05,4.866354350430989492e-05,6.408065271535876852e-05,8.409027225474245546e-06,1.003550002833442003e-06,2.346516908309734814e-04
6.700020497045433565e-03,1.064964284012718458e-05,2.817277026034362684e-05,6.570808332260460929e-05,8.281740722327994835e-05,6.765008598730727195e-05,1.066593756712721900e-04,2.759747702200659872e-05,4.998100268852352494e-05,2.354077938325806478e-04,7.901054045276447514e-07,6.996983372327164781e-05,3.432101870369717823e-04,4.474060542332008078e-05,7.592410043742313548e-05,5.888584801958627067e-06,0.000000000000000000e+00,5.871126815560648532e-05,1.603738941612465956e-04,3.379292236818859981e-05,6.482910253322949137e-06,6.907429354922729422e-06,3.821009397227165434e-04,4.856481187768235642e-05,7.934521164301934677e-05,1.835723307483657176e-05,4.498495412149912213e-06,1.768966042230235393e-06,6.333242763966473058e-06,2.238633798463007427e-04
3.153762459231174708e-01,0.000000000000000000e+00,2.510264415184715553e-05,6.147220717349714521e-05,1.194647008116369463e-04,3.067321329989468608e-04,1.066426204667365830e-04,0.000000000000000000e+00,1.948362587748585727e-04,2.106891555568132140e-04,5.081504577766756618e-08,4.148708275387617090e-05,3.262189623127854736e-04,9.070178429418180243e-05,0.000000000000000000e+00,5.756404310324894971e-06,3.567950187817295370e-05,1.639097983864262580e-04,5.393405959264031368e-05,1.907678863988683250e-05,7.458928445996698860e-05,9.622199837391089624e-06,2.535582399669273788e-04,2.062080065629191957e-04,3.987429343716913455e-04,2.166951696068706603e-05,6.409020789972100294e-05,1.016991678464598177e-05,0.000000000000000000e+00,2.296022358637167158e-04
8.376706839985641473e-01,3.926793557947668573e-06,2.728188982942561616e-05,5.265752391887699925e-05,2.296206830921774275e-04,3.010582734801807111e-04,1.838047214636161480e-04,0.000000000000000000e+00,1.542166708708238816e-05,2.123480803348831757e-04,4.949332491752318787e-07,8.749934186145358469e-06,3.270771075517841012e-05,2.980004561684074501e-05,1.553203380956329410e-06,1.420705928581889738e-05,3.858156642309638971e-05,5.308135650815070061e-05,1.614955107237722991e-04,1.848277560319842340e-05,3.744678149884145008e-08,9.632470517542596796e-06,3.744625762690572063e-04,1.548291073867900437e-04,9.430123756569072906e-05,4.988885292979350556e-05,6.375293491541280961e-05,8.409027225474245546e-06,1.151010393491295393e-06,2.108770718989329816e-04
3.845593164366835626e-01,0.000000000000000000e+00,2.725890329230455037e-05,9.130015062716964223e-05,5.569389447929886760e-05,6.012319069085144904e-05,1.349885606479117248e-04,1.283854050035033480e-04,4.368543862483400360e-05,2.141710122733805877e-04,9.542438666898325636e-06,5.312530725346993068e-05,2.440074769006290913e-08,8.502696816401638692e-06,7.873731204259548644e-05,5.001889720750532496e-06,8.952426387542092258e-05,5.669353359655719915e-05,4.985930940858829393e-05,4.337235837057777849e-07,2.935857062449139236e-08,7.401572644502696133e-06,3.686208393580274229e-04,5.300029442114267226e-05,1.032923493315759272e-04,4.834041710229459901e-05,6.374303446450379053e-05,8.394068906369731885e-06,1.518533570899034072e-04,2.337916573128131321e-04
1.000000000000000000e+00,0.000000000000000000e+00,5.464177783352737244e-07,1.857032851018444839e-05,1.380174982730276594e-05,6.284182710257740345e-05,3.882943390060020010e-05,2.443933136824289116e-04,4.321227626807528971e-05,2.161150135526608519e-04,4.930182967459004589e-07,5.390888420569905546e-05,2.228650138037528337e-05,1.154367773712521245e-04,0.000000000000000000e+00,4.845851665957226801e-07,3.883773389567497244e-05,1.473644801060449339e-04,6.496421162969020927e-05,2.496510745494235316e-05,3.834619604008576375e-07,7.307989323558770351e-06,3.771205834104057546e-04,1.479039378632906196e-04,1.032897189726972483e-04,6.050817388685202433e-05,8.591862044166240187e-06,1.486909173709908556e-05,1.340166674820662948e-04,8.936564073484180686e-05
9.136640737694847747e-01,8.758247972397151105e-06,2.526062813905146628e-05,4.895172732239955210e-05,5.822674867659830445e-05,2.512006299890776021e-05,1.756213375346803727e-04,0.000000000000000000e+00,1.427942366333494054e-05,2.145650166061107225e-04,0.000000000000000000e+00,9.558962859882085217e-06,3.048528832249215725e-04,8.198451841460945131e-05,7.042316947662361198e-07,1.378173415236223355e-05,3.924293455110927788e-05,3.180495077921318195e-05,1.489504001412874160e-04,2.763156511757750987e-05,0.000000000000000000e+00,2.080287936763245804e-05,3.608307341752913888e-04,1.283430131739093927e-05,7.253527457311394276e-05,5.347620404274822038e-05,6.509965632221302969e-05,8.287714611270889639e-06,1.802840833460553115e-06,2.404859302967439624e-04
6.011851319239900349e-01,3.766666088746261533e-06,0.000000000000000000e+00,5.539916938979087932e-05,8.200088693118931407e-05,6.287741887476370616e-05,1.048733463519578937e-04,9.384144577828388623e-05,4.607772477876847492e-05,2.096309429443768066e-04,1.926308211005473438e-06,5.470976133736443666e-05,5.456745896089139456e-07,3.018984261923546574e-05,8.036270012043786196e-05,0.000000000000000000e+00,2.945856115637446185e-05,6.186510865038082497e-05,1.623216770816466020e-04,1.832776066087005881e-05,7.156918193856361262e-05,5.736062127865988234e-06,3.744973414812741413e-04,1.458528226601823520e-04,8.426202083455103112e-05,4.990675642439929298e-05,6.227685484826964331e-05,8.756141789102616963e-06,1.777082327013457712e-06,1.763352665262378049e-04
3.028701481240167470e-03,1.064964284012718458e-05,2.817277026034362684e-05,6.570808332260460929e-05,8.324660362366402837e-05,6.820139596944881891e-05,1.752099446324180865e-04,0.000000000000000000e+00,4.998100268852352494e-05,2.354077938325806478e-04,7.901054045276447514e-07,6.996983372327164781e-05,3.025156182102740421e-04,4.474060542332007400e-05,5.867842973463171900e-07,5.946813163288468893e-06,0.000000000000000000e+00,5.851500401306804693e-05,1.603738941612465956e-04,3.379292236818859981e-05,6.880131913953364836e-06,6.365080750782446789e-06,3.602315857685237750e-04,4.856481187768235642e-05,7.977137303149399222e-05,1.835723307483657176e-05,4.498495412149912213e-06,1.814491743187970124e-06,1.827398949015302462e-07,2.236991085183598804e-04
